-6.05191,-8.53682,1.00001,2.99999,6.88096e-11, 1,122,1,3,2.7348e-12, 1,41,0.99999,2.99998,3.00005e-09, 1,263,263,
-6.78871,4.73037,0.999994,3.00001,7.09133e-11, 1,129,0.999999,3,3.85304e-12, 1,42,0.999982,3,1.12548e-09, 1,253,253,
-4.69411,-7.719,1.00001,2.99999,6.99649e-11, 1,123,1,3,3.37223e-12, 1,41,0.999991,2.99998,2.88281e-09, 1,261,261,
-4.27388,-8.84751,1.00001,2.99999,7.85612e-11, 1,125,1,3,2.66153e-12, 1,42,0.999992,2.99998,2.84784e-09, 1,262,262,
-5.46094,-9.24654,1.00001,2.99999,7.51291e-11, 1,124,1,3,2.11578e-12, 1,42,0.999992,2.99998,2.75358e-09, 1,264,264,
-0.39076,-2.95561,1.00001,2.99999,7.12845e-11, 1,122,1,3,2.4885e-12, 1,41,0.999996,2.99998,2.26209e-09, 1,248,248,
-2.26845,0.336104,0.999994,3.00001,6.85161e-11, 1,103,0.999999,3,2.29364e-12, 1,36,0.999985,2.99999,3.21733e-09, 1,240,240,
2.55094,-7.17416,1.00001,2.99999,7.05895e-11, 1,131,1,3,2.88449e-12, 1,43,1,2.99998,1.29143e-09, 1,258,258,
-9.38575,-1.84628,0.999994,3.00001,6.88731e-11, 1,124,0.999999,3,4.02854e-12, 1,41,0.999983,2.99999,2.76273e-09, 1,260,260,
-5.64291,-2.81995,0.999994,3.00001,6.74746e-11, 1,106,0.999999,3,4.27519e-12, 1,36,0.999986,2.99999,3.04577e-09, 1,255,255,
-5.96748,5.28332,0.999994,3.00001,6.69724e-11, 1,129,0.999999,3,3.46266e-12, 1,42,0.999982,3.00001,9.2914e-10, 1,251,251,
-6.86194,-7.43844,1.00001,2.99999,8.04072e-11, 1,116,1,3,4.25339e-12, 1,39,0.999989,2.99999,2.89537e-09, 1,263,263,
-8.5117,-0.358248,0.999994,3.00001,6.8839e-11, 1,125,0.999999,3,2.24781e-12, 1,42,0.999982,2.99999,2.71139e-09, 1,257,257,
0.45917,-4.84227,1.00001,2.99999,7.85054e-11, 1,126,1,3,2.68462e-12, 1,42,0.999999,2.99998,1.83363e-09, 1,253,253,
-9.26135,1.93079,0.999994,3.00001,6.61258e-11, 1,129,0.999999,3,4.3544e-12, 1,42,0.999982,3,1.98494e-09, 1,258,258,
-8.49439,3.19908,0.999994,3.00001,7.35353e-11, 1,129,0.999999,3,4.46536e-12, 1,42,0.999981,3,1.71304e-09, 1,256,256,
-3.11926,9.45973,0.999994,3.00001,7.09432e-11, 1,130,0.999999,3,3.80015e-12, 1,42,0.99999,3.00002,4.77609e-10, 1,252,252,
-8.56831,-8.28403,1.00001,2.99999,6.70915e-11, 1,113,1,3,4.09176e-12, 1,38,0.999988,2.99999,3.05745e-09, 1,265,265,
8.14725,-9.46595,1.00001,2.99999,6.88699e-11, 1,136,1,3,2.94169e-12, 1,44,1.00001,2.99998,5.52995e-10, 1,264,264,
8.64809,9.58344,1.00001,2.99999,7.40916e-11, 1,108,1,3,3.39052e-12, 1,37,1.00001,3.00001,2.91989e-09, 1,258,258,
-1.31268,5.10485,0.999994,3.00001,6.67577e-11, 1,122,0.999998,3,4.5398e-12, 1,39,0.999987,3.00001,3.3728e-10, 1,235,235,
8.67819,-0.294798,1.00001,2.99999,7.6326e-11, 1,130,1,3,4.64694e-12, 1,42,1.00002,2.99999,7.07822e-10, 1,254,254,
-9.82691,-6.61041,0.999994,3.00001,7.83541e-11, 1,109,0.999999,3,4.43511e-12, 1,37,0.999986,2.99999,2.93591e-09, 1,265,265,
9.81715,-0.689999,1.00001,2.99999,8.03201e-11, 1,131,1,3,2.86681e-12, 1,43,1.00002,2.99999,7.72447e-10, 1,256,256,
-9.05726,-4.8527,0.999994,3.00001,7.26763e-11, 1,115,0.999999,3,3.1212e-12, 1,39,0.999985,2.99999,3.07115e-09, 1,262,262,
2.4045,-6.38363,1.00001,2.99999,7.37759e-11, 1,130,1,3,2.44569e-12, 1,43,1,2.99998,1.35493e-09, 1,256,256,
-3.96501,-8.30479,1.00001,2.99999,7.30712e-11, 1,125,1,3,2.47029e-12, 1,42,0.999992,2.99998,2.85078e-09, 1,261,261,
-9.38438,-2.2467,0.999994,3.00001,7.31409e-11, 1,123,0.999999,3,3.50227e-12, 1,41,0.999983,2.99999,2.90167e-09, 1,260,260,
6.18342,2.25113,1.00001,2.99999,7.89873e-11, 1,124,1,3,3.31551e-12, 1,41,1.00002,3,1.28896e-09, 1,245,245,
-9.6859,-5.95472,0.999994,3.00001,6.83062e-11, 1,113,0.999999,3,4.15694e-12, 1,38,0.999986,2.99999,3.00581e-09, 1,264,264,
5.83701,8.00007,0.999994,3.00001,7.71431e-11, 1,90,0.999999,3,3.93823e-12, 1,32,1.00001,3.00001,3.16782e-09, 1,250,250,
6.33736,3.38749,1.00001,2.99999,6.78915e-11, 1,123,1,3,2.65154e-12, 1,41,1.00002,3,1.94071e-09, 1,245,245,
-9.33694,-1.07401,0.999994,3.00001,7.13102e-11, 1,125,0.999999,3,2.36961e-12, 1,42,0.999982,2.99999,2.75705e-09, 1,259,259,
6.01982,-9.07555,1.00001,2.99999,7.9748e-11, 1,134,1,3,2.44144e-12, 1,44,1.00001,2.99998,7.09571e-10, 1,263,263,
-4.07453,5.33545,0.999994,3.00001,8.08569e-11, 1,126,0.999999,3,2.0871e-12, 1,42,0.999983,3.00001,6.71234e-10, 1,246,246,
-7.44035,6.22116,0.999994,3.00001,6.9826e-11, 1,131,0.999999,3,2.53848e-12, 1,43,0.999982,3.00001,8.30053e-10, 1,255,255,
-2.70073,-1.09095,1.00001,2.99999,6.63142e-11, 1,99,1,3,4.44207e-12, 1,34,0.999988,2.99999,2.99647e-09, 1,246,246,
5.03963,-3.05856,1.00001,2.99999,7.98039e-11, 1,129,1,3,3.36951e-12, 1,42,1.00001,2.99998,4.5516e-10, 1,251,251,
-0.795525,2.8756,0.999994,3.00001,7.85801e-11, 1,112,0.999999,3,2.97063e-12, 1,38,0.999982,3,1.88389e-09, 1,224,224,
7.91011,-4.58173,1.00001,2.99999,7.07497e-11, 1,133,1,3,2.27054e-12, 1,43,1.00001,2.99999,3.42699e-10, 1,258,258,
-3.34903,-9.66634,1.00001,2.99999,6.68371e-11, 1,128,1,3,4.08863e-12, 1,42,0.999994,2.99998,2.56384e-09, 1,263,263,
