4.56389e-06,-0.000371265,4.38975e-06,481
-0.000323537,1.88123e-05,3.34442e-06,1164
-0.000223546,-0.000162221,2.42922e-06,593
0.00012342,-0.000338644,4.13673e-06,595
0.000346373,2.25921e-05,3.83654e-06,905
-0.000306767,-0.000460746,9.75631e-06,421
5.46117e-05,-0.000355283,4.11431e-06,546
-0.000306346,0.000301666,5.88609e-06,306
-0.000329725,-0.000434784,9.48128e-06,868
-0.774716,-1.15673e-09,0.619837,10020
-9.07876e-06,0.00030747,3.01294e-06,609
-0.000522616,-8.24514e-05,8.91351e-06,707
0.000338232,-9.3544e-06,3.64559e-06,902
-0.000134392,0.00032466,3.93145e-06,818
-0.000187139,-6.09494e-05,1.23345e-06,508
0.000372284,-0.000173765,5.37469e-06,661
0.000366838,-0.000263101,6.48926e-06,1286
0.0002049,-0.000104066,1.68172e-06,425
5.78822e-05,0.000329109,3.55564e-06,627
4.13315e-10,0.774716,0.619837,10020
4.51261e-05,0.000337008,3.68133e-06,721
0.00014923,0.000198289,1.96112e-06,464
-4.81001e-05,0.000508447,8.30555e-06,720
-0.000112694,8.79086e-05,6.50472e-07,295
9.75213e-05,-0.000177154,1.30216e-06,708
0.000516198,-1.43313e-05,8.49129e-06,662
-5.19785e-05,-2.1009e-05,1.00086e-07,589
0.000498939,0.000100862,8.25081e-06,324
0.000451137,-2.08935e-05,6.49463e-06,464
6.87383e-05,-0.000301652,3.04794e-06,882
-1.36102e-05,0.00016169,8.38375e-07,440
-0.00010624,-0.000440921,6.54995e-06,881
0.00012722,0.000353331,4.49068e-06,592
-0.000361671,-0.000406969,9.43906e-06,1106
-0.000215122,2.99316e-05,1.50211e-06,765
0.000181479,0.000307743,4.06439e-06,528
0.000459336,0.000243781,8.61081e-06,1168
0.000510646,2.78369e-05,8.3279e-06,790
0.000275643,-0.000328326,5.85191e-06,620
9.63676e-05,-0.000507126,8.48487e-06,588
-0.000338229,1.55402e-05,3.65044e-06,1225
-0.000333216,0.000414357,9.00266e-06,518
-0.000378812,0.000321927,7.86942e-06,857
-0.000121624,-0.000202691,1.77923e-06,469
-0.000242527,0.00023914,3.69397e-06,903
-0.000329092,-7.48851e-05,3.62715e-06,482
-6.50364e-05,-0.000289012,2.79443e-06,1049
-0.000233771,-0.000253482,3.78613e-06,482
-0.000261635,-0.000154406,2.93887e-06,771
-0.000487789,0.000124101,8.06694e-06,265
-0.000332211,-0.000223903,5.11062e-06,978
-0.000257115,5.56439e-05,2.20365e-06,311
0.000122145,-0.000443229,6.73058e-06,654
-0.000347075,-9.94877e-06,3.83894e-06,379
0.000192628,0.000109752,1.56509e-06,515
0.00036442,-0.000100364,4.54949e-06,693
0.000483806,-0.000218998,8.98049e-06,640
3.75472e-05,9.40146e-05,3.26339e-07,505
-0.000340408,-0.000156497,4.46969e-06,1065
-0.000237391,-0.000473265,8.92653e-06,800
0.000409245,-0.000116935,5.76844e-06,752
0.000165221,-0.000350293,4.77648e-06,903
-0.000196031,0.000457323,7.88332e-06,688
0.000330904,-3.21374e-05,3.51956e-06,407
0.000225212,0.000394457,6.56963e-06,503
0.00033749,-0.000392368,8.5291e-06,619
0.000278791,-0.000441835,8.69117e-06,666
0.000119595,0.000483463,7.89818e-06,840
-0.000442876,-5.33608e-06,6.24647e-06,1062
0.000138887,-0.000445838,6.94362e-06,865
0.000253496,0.000311891,5.14372e-06,913
0.000479421,-0.000271788,9.67097e-06,798
-0.000342948,0.000328211,7.17523e-06,944
0.000321629,0.000360656,7.43581e-06,766
-0.000122768,-8.5018e-05,7.1009e-07,551
0.000173061,0.000328128,4.3821e-06,689
-0.000268902,-8.30788e-05,2.52226e-06,237
0.000367873,-2.54139e-05,4.32982e-06,629
0.000520984,0.00014098,9.27571e-06,523
0.000234034,-2.01196e-05,1.75697e-06,572
9.63913e-05,0.000103366,6.36078e-07,583
3.38583e-05,0.00039071,4.89739e-06,586
-0.000360851,0.000404612,9.35928e-06,396
-0.000329742,0.000203288,4.77814e-06,770
0.000134876,0.000526531,9.4071e-06,995
0.000249338,0.000197826,3.22579e-06,687
0.000103911,-0.000465013,7.22933e-06,472
0.000282109,-0.000296074,5.3255e-06,798
4.11158e-06,0.000219795,1.53884e-06,579
-4.00199e-05,-0.00020186,1.3485e-06,282
-0.000332826,-0.000210027,4.93191e-06,558
0.000318136,0.000332017,6.73296e-06,513
-3.06062e-05,6.97317e-06,3.13765e-08,822
-0.000173665,0.000162206,1.79816e-06,665
-0.000170243,0.00052571,9.7232e-06,1016
-0.000193727,-0.000248312,3.15842e-06,418
9.97244e-05,5.73977e-05,4.21577e-07,668
0.000213979,0.000197355,2.6982e-06,539
-0.000113026,-3.53504e-05,4.46579e-07,403
0.00016027,0.000138718,1.43066e-06,513
